"oppcall","timespan","laghome","goaldiff","inrow2"
1,10.15,0,-2,0
0,3.783333,0,2,0
0,5.733333,1,1,0
1,13.21667,1,-1,0
1,6.75,1,0,1
1,7.95,0,1,0
1,1.95,1,0,1
1,5.25,0,5,1
0,3.033333,0,2,1
1,5.483333,1,3,0
0,2.95,1,1,0
0,2.516667,1,1,1
1,4.2,1,1,1
0,11.25,1,1,0
0,1.733333,1,0,0
1,12.2,1,1,0
1,4.116667,1,1,0
0,9.066667,1,-2,0
0,5.583333,1,3,1
1,6.183333,0,-2,0
0,3.583333,0,0,1
1,5.183333,1,-1,0
1,1.85,0,0,0
1,7.9,0,0,0
1,0.2833333,0,0,0
0,13.61667,1,2,0
1,0.85,0,-1,0
0,11.61667,1,1,0
1,4.65,0,-2,0
1,6.466667,1,3,1
0,3.05,1,0,0
1,1.333333,0,1,1
0,7.883333,1,1,1
0,4.083333,1,0,0
0,3.85,0,0,1
1,7.866667,1,-1,1
0,8.483333,0,0,0
1,5.533333,0,-2,1
0,2.85,1,0,1
1,1.35,1,2,0
1,2.083333,1,1,1
1,4.133333,1,2,0
1,5.183333,0,1,1
1,5.066667,1,-2,0
1,1.1,1,1,1
1,12.61667,0,-1,0
1,1.183333,0,1,0
1,8.5,0,0,0
0,8.916667,0,1,0
1,0.6166667,1,1,1
1,0.9,0,-1,0
1,2.55,1,0,1
1,3.25,1,2,0
1,0.3666667,0,0,0
1,9.716667,1,2,0
1,2.35,0,0,1
1,2.683333,1,-1,0
1,3.1,1,-3,0
0,3.633333,0,-1,0
1,7.966667,0,4,1
1,7.733333,0,-3,1
0,20.6,0,-1,0
1,4.366667,1,0,1
0,1.733333,1,0,0
1,7.983333,0,-1,0
1,3.366667,0,0,0
0,1.916667,1,2,0
1,11.45,1,0,0
1,7.466667,1,1,0
1,1.316667,0,0,1
0,3.033333,0,0,0
1,1,0,1,0
0,1.95,0,0,0
1,1.25,1,1,1
1,2.2,0,0,0
1,3.833333,0,3,0
0,7.783333,0,2,0
0,9.6,0,2,1
1,5.733333,1,-4,0
0,11.85,1,1,0
1,0.9833333,0,-1,0
1,13.46667,1,-2,1
1,6.783333,0,2,0
1,7.866667,0,-1,1
0,6.083333,1,0,1
0,1.916667,0,4,0
1,0.3666667,1,2,0
0,1.316667,1,-1,1
0,5.366667,1,0,0
1,0.9,0,0,0
0,6.566667,0,4,0
1,2.266667,1,-2,1
0,0.8,1,3,1
1,6.533333,1,-1,1
1,1.166667,1,0,1
1,3.3,1,1,1
1,8.266667,1,-2,1
1,11.3,1,2,0
1,0.95,1,-3,1
0,3.716667,0,1,0
0,2.75,0,1,0
1,1.183333,1,0,0
0,4.066667,0,2,0
1,8.966667,0,0,0
1,5.683333,0,-3,0
1,2.883333,0,3,0
0,25.4,0,0,1
0,9.883333,0,-1,1
0,20.8,1,1,1
0,4.1,1,-1,0
1,2.483333,1,-1,0
1,6.233333,0,1,0
1,0.3666667,0,-1,1
1,3.85,1,2,1
0,5.3,0,2,1
0,0.7833333,1,0,0
0,3.083333,0,1,1
0,0.5333333,1,1,0
1,5.766667,0,-2,1
1,1.366667,1,2,0
1,12.73333,1,3,0
1,6.783333,0,1,1
1,2.65,1,-3,0
1,11.96667,1,1,1
0,5.416667,1,-1,0
0,23.43333,1,3,0
0,5.4,0,0,0
0,1.116667,0,1,1
1,3.966667,1,-1,0
0,3.033333,1,-3,1
0,8.166667,1,0,0
1,11.51667,1,1,0
0,13.98333,0,2,1
0,3.7,0,2,0
0,8.933333,1,0,0
1,5.466667,0,-2,1
1,6.283333,0,-2,1
1,2.683333,1,1,0
1,19.13333,1,0,0
0,4.366667,0,0,0
1,2.55,1,-3,1
1,3.25,1,-1,0
1,1.216667,1,0,1
1,9.316667,0,2,1
1,4.016667,0,1,0
0,9.316667,1,0,0
1,2.416667,1,-1,0
0,14.61667,1,2,1
0,1.283333,1,-1,1
1,12.01667,1,1,0
1,8.3,1,0,0
1,14.23333,1,0,0
1,1.766667,1,0,1
1,11.43333,1,-1,0
1,1.95,1,2,0
0,4.133333,1,1,1
1,1.416667,0,0,0
1,4.416667,0,0,0
1,1.333333,0,-1,0
0,0.8666667,1,2,0
1,3.7,1,4,0
1,2.416667,0,0,1
0,4.783333,0,0,1
1,3.433333,1,0,0
1,10.61667,1,-2,0
0,0.95,0,-1,1
0,15.66667,0,0,1
1,3.783333,0,2,1
0,11.9,1,4,0
1,0.85,1,3,1
0,2.616667,1,1,0
0,9.1,0,-2,1
1,4.4,1,0,0
0,1.7,1,4,1
1,11.6,0,-1,0
1,3.716667,0,0,1
0,1.2,0,-1,1
0,3.1,0,1,1
1,11.71667,1,-1,1
0,2.55,1,0,0
0,5.533333,0,1,1
0,6.95,0,1,0
1,7.783333,0,0,0
1,4.316667,0,3,1
1,8.866667,1,-1,0
0,5.516667,0,0,0
1,8.15,1,0,0
1,1.883333,1,0,0
0,3.7,0,-2,1
1,5.083333,1,1,1
1,2.383333,1,-3,1
0,1.833333,1,0,1
1,0.85,1,-3,1
0,3.933333,0,0,0
0,10.06667,0,-2,1
1,4.466667,1,-2,1
0,2.65,0,-2,0
0,4.033333,0,0,0
0,5.45,1,3,0
1,0.65,1,-2,1
0,4.816667,1,-1,1
1,0.6333333,1,2,0
0,5.85,1,2,0
0,4.516667,1,-2,1
1,7.816667,0,-1,0
1,4.866667,0,1,0
1,0.9166667,1,-6,1
0,3.35,0,0,0
1,0.3333333,0,0,0
0,8.35,1,-4,0
1,2.85,0,-1,0
1,2.683333,1,1,1
1,2.916667,1,-1,1
1,7.566667,0,0,1
0,13.15,0,3,1
1,3.216667,1,-3,0
1,5.7,0,-1,1
1,4.616667,1,1,0
0,10.05,0,-4,0
0,3.516667,1,1,1
1,5.566667,1,1,0
1,3.85,0,-4,1
0,6.616667,0,1,0
0,7.016667,1,2,0
0,1.283333,1,1,1
0,1.033333,1,3,1
0,6.583333,1,2,0
0,8.466667,0,2,0
1,1.916667,0,-2,0
0,2.383333,0,0,0
0,3.066667,1,1,0
1,7.516667,0,-2,0
0,3.25,0,0,0
1,10.16667,1,1,1
1,3.733333,1,0,1
1,6.166667,0,1,0
1,8.8,1,0,0
1,0.4666667,0,-1,0
0,3.633333,0,-8,1
0,4.316667,0,-1,0
1,7.166667,0,0,0
0,6.183333,1,0,0
0,7.55,0,0,1
0,9,0,-4,1
1,2.183333,1,-2,0
1,0.15,1,0,0
0,5.333333,0,-2,1
1,0.4666667,1,0,1
0,14.75,0,0,0
0,20.23333,0,2,0
1,1.666667,1,-1,0
0,2.983333,0,2,0
0,6.816667,0,0,0
1,0.9333333,0,-1,1
0,2.666667,0,-1,0
1,4.033333,0,0,1
0,4.166667,1,-2,1
1,1.933333,0,-1,0
1,4.4,0,-4,1
1,4.216667,1,1,0
0,2.8,1,0,0
0,9.833333,1,-3,1
1,2.783333,0,2,1
1,12.58333,0,1,1
0,4.5,0,0,0
0,8.466667,1,0,0
0,0.8333333,0,-1,0
1,2.3,1,-1,1
0,1.683333,0,-2,1
0,9.366667,0,-1,0
0,2.433333,1,1,0
1,14.06667,1,3,1
1,7.25,0,3,1
0,2.433333,1,-1,0
1,10.65,0,-1,1
1,0.6333333,0,-1,0
1,13.23333,1,-2,0
1,8.833333,1,1,1
1,17.9,1,2,1
1,3.333333,0,0,0
1,6.816667,0,3,0
1,2.2,0,0,0
1,4.283333,0,-1,1
1,0.3,1,-1,0
0,31.26667,1,-2,0
0,2.85,0,2,0
1,2.2,1,-1,0
0,3.233333,1,1,1
1,2.066667,1,4,0
1,0.65,0,-5,0
0,2.433333,1,0,0
0,8.45,1,3,1
1,1.883333,0,5,0
0,10.11667,0,1,0
1,5.266667,0,-2,0
1,12.4,1,-1,0
1,6.4,0,-4,0
0,8.616667,1,1,1
0,7.3,0,0,0
0,1.666667,0,-1,1
0,5.15,1,3,0
1,2.483333,0,-1,1
1,4.2,1,3,1
1,5.416667,0,0,1
1,16.8,1,-3,0
0,1.333333,0,1,1
1,4.316667,1,1,0
1,10.95,0,0,1
1,2.533333,1,1,1
0,5.95,1,-1,1
0,3.1,1,-1,0
0,0.1833333,1,0,0
1,3.883333,1,-5,1
0,6.383333,1,1,0
1,9.166667,0,-1,1
1,4.783333,1,-2,1
0,20.5,0,2,0
1,9.016667,1,1,0
1,3.916667,0,0,0
1,17.96667,0,1,1
0,1.633333,1,-3,1
1,1.166667,1,1,0
1,5.583333,0,-4,0
1,2.433333,0,2,0
0,9.816667,0,2,0
0,6.033333,1,1,0
1,6.6,0,-2,1
1,11.6,0,0,1
1,2.216667,0,-1,1
0,29.16667,1,0,1
1,6.733333,0,1,0
1,0.9333333,1,-1,0
1,2.183333,0,1,0
0,3.316667,1,2,0
1,7.716667,1,1,0
0,1.55,0,-3,1
0,8.916667,1,0,0
1,2.75,0,4,1
1,5.466667,1,-1,0
1,3.666667,1,0,1
0,0.3166667,0,2,0
0,8.05,0,-1,1
1,23.1,1,3,0
1,2.4,0,2,0
1,0.6666667,1,0,0
1,7.666667,0,-1,0
1,1.983333,1,1,1
0,7.366667,0,0,0
1,5.433333,1,0,0
1,2.016667,1,0,0
1,22.8,1,-1,0
0,2.6,1,0,1
1,7.833333,0,1,0
0,4.633333,0,0,0
1,3.633333,1,1,0
1,1.133333,1,1,0
1,6.416667,0,0,1
1,4.083333,0,0,1
0,4.3,1,0,1
0,6.266667,0,2,0
0,4.716667,1,-1,0
1,6.716667,0,1,1
1,5.633333,0,2,1
1,0.5166667,1,0,1
0,2.366667,1,-2,0
0,19.48333,0,2,0
1,3.85,1,3,0
1,12.03333,1,0,1
0,4.466667,0,-1,0
1,0.8333333,1,2,0
0,3.666667,1,-1,0
1,3.933333,1,2,0
1,5.333333,0,0,0
0,6.95,0,2,0
1,1.733333,0,2,0
1,0.3,0,-1,0
0,9.416667,0,-2,1
1,7.3,0,-2,1
1,2.416667,1,0,1
1,6.183333,0,-2,0
1,2.033333,0,1,0
1,11.85,1,-1,1
0,33.65,0,-1,0
0,23.18333,0,2,1
1,1.983333,0,0,0
1,9.633333,1,2,1
1,6.733333,0,0,1
1,13.75,1,-3,0
0,9.783333,0,2,1
1,3.716667,1,-1,1
1,2.333333,0,-1,0
0,0.8333333,1,1,1
0,8.433333,1,0,0
0,4.533333,0,0,0
0,20.66667,0,-2,0
1,4,1,-1,1
1,4.25,0,0,0
0,0.4166667,1,1,0
1,3.616667,1,0,1
1,2.983333,1,1,0
0,3.933333,0,-1,0
0,9.233333,1,0,0
0,7.283333,0,2,1
1,3,0,0,1
1,4.033333,0,0,1
1,0.4333333,1,2,0
1,6.9,1,-2,1
1,0.7833333,0,0,0
1,2.683333,1,1,1
1,4.066667,0,0,0
1,0.8833333,1,-2,0
0,0.2,0,0,1
1,5.4,0,-4,0
1,2.3,1,0,0
0,3.333333,0,-3,0
0,11.51667,0,0,0
1,4.266667,1,1,0
1,4.833333,1,0,0
1,4.883333,1,-2,0
1,4.55,0,0,0
1,9.133333,1,0,0
0,3.533333,1,2,0
0,1.466667,0,-1,1
1,6.566667,1,-4,0
0,9.333333,1,-1,1
0,7.483333,0,0,0
1,1.95,0,0,0
0,12.75,1,1,0
0,2.783333,0,-1,0
1,0.6833333,0,0,0
0,1.216667,1,0,1
1,6.483333,0,-2,1
0,3.7,0,0,0
1,2.25,1,3,1
1,2.033333,1,0,0
1,3.95,1,-1,0
1,9.35,0,-1,0
1,5.616667,1,-2,0
0,10.6,0,-1,0
1,2.183333,0,-1,1
0,0.6,0,2,1
1,5.916667,0,-1,0
0,3.616667,0,0,0
0,8.266667,1,2,1
1,9.333333,1,0,0
1,13.56667,0,2,0
0,16.06667,1,0,1
1,4.05,1,1,0
1,4.633333,1,1,1
0,2.966667,1,-2,0
1,3.2,0,-2,1
1,13.65,0,-2,1
1,4.733333,1,0,0
0,5.7,1,-1,0
1,2.883333,0,0,0
0,0.8,1,1,0
1,6.05,1,0,0
1,3.566667,0,-3,0
0,10.6,1,3,1
1,2.816667,0,0,1
1,18.7,0,-1,0
0,6.216667,1,2,1
0,7.216667,0,1,0
1,0.9166667,0,1,1
0,3.616667,0,1,0
1,0.9666667,0,0,0
1,2.65,1,1,1
0,3.2,0,0,0
0,2.666667,1,0,1
0,11.85,0,-2,0
1,4.616667,0,0,0
1,5.616667,1,-1,0
1,4.05,1,0,1
1,6.683333,0,-2,0
0,8.516667,0,0,1
1,7.55,0,1,0
1,3.183333,1,1,0
0,9.183333,0,-2,0
1,4.95,1,1,1
1,3.3,0,-2,0
1,10.43333,0,-2,0
0,11.6,0,4,0
0,19.06667,1,0,0
0,0.8333333,0,0,1
0,6.533333,1,-1,1
1,9.416667,1,0,1
0,8.816667,1,2,1
1,5,1,0,1
1,0.7833333,1,1,1
0,16.3,0,1,0
0,0.1833333,0,3,0
0,4.1,0,-1,0
1,4.966667,0,-3,0
1,19.25,1,1,1
1,3.55,1,-2,0
1,3.583333,1,1,0
1,1.233333,1,-2,0
1,0.5166667,1,1,0
0,5.266667,0,-1,0
0,0.95,1,1,0
1,10.41667,0,-1,0
0,6.116667,0,2,0
1,5.933333,0,-4,0
0,21.55,0,1,0
0,6.05,1,1,0
0,8.216667,1,0,0
1,3.4,0,-2,1
1,10.4,0,-1,0
1,8.733333,0,3,0
0,9.216667,0,4,0
1,7.833333,1,2,0
1,1.233333,0,-1,0
0,3.716667,0,0,0
0,4.933333,1,3,1
0,4.133333,0,0,0
1,1.216667,1,0,0
0,6.966667,0,-1,0
0,16.18333,1,1,0
1,3.416667,1,-1,0
1,2.9,0,-1,0
1,4.65,1,-1,0
0,7.633333,0,-1,0
0,3.8,0,3,1
0,6.516667,0,-2,0
1,13.03333,0,-1,0
1,6.05,1,2,0
1,1.116667,1,3,0
0,13.81667,0,-1,0
1,3.266667,0,-2,1
1,0.1833333,1,1,0
1,3.75,0,-1,0
0,11.45,1,3,0
1,6.683333,1,0,0
1,4.95,1,-3,0
1,2.566667,0,-1,1
0,4.766667,0,1,0
0,16.15,0,4,0
1,22.75,1,-2,1
0,3.366667,0,0,1
1,1.316667,1,1,1
1,4.883333,1,-3,0
1,9.766667,1,-1,0
1,5.833333,1,0,0
0,11.9,1,2,1
1,3.866667,0,-3,0
0,10,0,-2,0
1,0.1666667,0,1,0
0,0.01666667,1,1,1
1,2.766667,1,0,1
0,1.416667,0,0,0
0,0.5666667,1,0,1
1,18.4,1,1,0
1,3.4,0,-1,1
0,4.783333,1,2,0
1,1.583333,0,0,0
0,6.566667,1,1,0
1,1.8,1,2,1
1,3.7,1,0,0
0,4.566667,1,0,1
1,10.58333,0,2,0
1,2.166667,1,-1,1
0,5.1,0,0,0
1,5.383333,0,1,1
1,8.633333,1,0,1
1,5.683333,0,0,0
1,6.633333,1,1,0
1,3.283333,0,0,1
1,2.333333,1,-1,0
0,5.583333,0,1,0
1,7.45,0,-1,1
1,7.75,0,-2,1
0,5.016667,1,-1,0
1,2.75,0,-1,0
0,7.583333,1,0,0
1,12.5,1,-1,1
1,5.45,1,-3,1
0,5.65,0,2,0
1,14.46667,0,-2,0
1,6.183333,1,-2,0
1,4.733333,1,1,0
0,13.43333,0,1,0
1,11.46667,0,5,0
1,2.933333,0,-2,1
1,1.983333,0,-1,1
1,6.5,1,-2,1
0,2.75,0,0,0
0,13.73333,0,1,1
1,11.23333,0,-2,0
1,5.7,1,1,1
0,1.85,0,-2,0
1,10.18333,1,-1,1
1,6.266667,1,-1,1
1,8.283333,0,0,0
1,1.9,0,1,0
0,8.516667,0,0,0
1,8.416667,1,-2,0
0,2.933333,0,0,0
1,3.533333,1,-3,0
0,28.9,1,-1,0
1,2.816667,0,-1,1
0,6.2,0,0,0
1,4.2,0,-4,1
1,0.85,1,-1,0
1,19.46667,1,-2,0
0,3.766667,0,0,0
0,4.033333,1,1,0
0,2.933333,0,1,1
0,6.15,1,0,0
0,2.5,0,-2,0
0,5.783333,0,0,0
1,5.933333,0,0,0
0,3.266667,0,-1,0
1,4.283333,0,-2,0
1,2.383333,0,1,1
1,0.1333333,1,0,0
1,10.85,1,2,0
0,5.283333,1,1,0
1,1.933333,1,1,0
1,3.183333,1,0,1
1,0.2166667,0,-2,0
1,4.35,1,-1,1
1,4.683333,1,-2,0
1,2.283333,1,0,1
1,9.05,1,0,0
0,12.1,1,2,0
0,5.083333,0,-2,0
0,5.8,0,-3,0
1,4.966667,0,3,0
0,3.266667,0,0,0
1,2.466667,0,0,0
0,10.35,1,2,1
1,5.65,0,2,0
0,13.63333,1,1,0
0,6.133333,0,0,1
0,18.01667,0,1,1
0,16.15,1,-1,0
1,1.566667,1,0,0
1,12.15,0,-1,0
1,26.3,0,0,0
1,5.083333,0,0,0
1,3.966667,0,-1,1
1,5.516667,1,-2,1
1,10.66667,1,0,0
1,6.633333,1,1,1
0,2.9,0,2,1
0,1.05,0,-3,0
0,3.95,1,1,0
1,4.3,0,0,0
1,1.133333,1,0,0
1,5.133333,1,0,0
0,5.066667,1,1,0
0,9.033333,0,-1,1
1,5.983333,0,0,1
0,16.36667,1,-1,0
0,0.9166667,0,6,1
1,3.283333,0,0,1
1,11.4,1,-3,0
0,7.166667,0,-3,0
1,4.4,1,2,0
1,0.55,0,-1,1
1,3.166667,1,1,0
0,4.7,0,0,0
0,1.966667,1,3,0
0,6,0,-2,0
0,19.45,1,-1,0
1,16.55,0,1,0
1,3.133333,1,1,0
1,0.8166667,1,0,1
1,1.3,0,0,1
0,4.266667,1,1,1
0,8.816667,1,2,1
1,4.533333,0,0,0
0,4.166667,1,0,1
1,5.1,0,-2,1
0,13.46667,1,2,0
0,6.016667,0,0,0
1,10.43333,1,-1,1
1,2.083333,0,1,1
1,2.866667,1,1,1
0,17.95,0,1,1
0,1.283333,0,3,1
0,2.85,0,-1,1
1,2.633333,1,1,0
1,14.5,1,-2,0
0,5.183333,0,-1,0
1,14.76667,0,-1,0
0,17.8,1,-1,0
1,12.5,1,0,0
1,0.1333333,0,-1,0
0,11.45,0,2,1
0,22.93333,1,7,0
0,1.45,0,-2,0
0,2.45,1,0,1
1,4.166667,1,0,0
1,2.166667,0,-2,0
1,5.7,0,-1,1
0,8.916667,0,-1,1
1,4.583333,1,0,1
1,7.15,1,0,1
0,6.266667,0,-1,0
1,8.883333,0,1,0
1,13.26667,0,-2,0
0,8.75,0,1,0
0,12.86667,0,1,0
0,2.866667,0,1,0
0,3.25,0,1,0
1,5.7,1,1,0
0,5.55,1,0,0
1,0.1166667,0,2,0
0,10.98333,0,-2,0
1,3.216667,0,-1,1
1,11.43333,0,-8,0
1,2.833333,0,-2,1
1,6.183333,1,-2,0
1,21.21667,1,3,1
1,0.5,0,1,0
0,7.066667,1,1,0
1,2.9,1,-2,1
1,5,1,3,1
0,7.75,1,2,1
0,2.566667,1,1,0
1,6.05,1,1,1
1,3.183333,0,2,0
1,1.516667,1,-1,0
0,6.5,1,1,1
1,8.383333,0,1,0
0,4.65,1,1,1
0,3.466667,0,0,0
0,2.883333,0,-2,0
0,12.2,1,0,0
1,4.8,1,-1,0
1,3.933333,1,1,1
1,8.583333,0,0,0
0,10.95,0,2,1
1,8.483333,1,-3,0
0,1.116667,0,1,0
1,3.483333,0,0,1
0,6.466667,1,0,0
0,5.266667,0,0,0
1,7.05,1,-2,1
1,16.18333,0,0,1
0,3.633333,0,0,0
1,2.416667,1,0,0
0,5.266667,1,1,1
1,3.816667,0,-3,0
1,15.93333,0,0,1
0,13.86667,1,0,0
1,2.95,0,1,1
0,0.3,1,2,0
1,3.666667,1,1,0
1,5.05,1,2,0
1,4.366667,1,-1,0
0,3.366667,0,0,0
0,11.26667,0,-1,0
1,2.35,0,-3,0
1,12.03333,0,1,1
0,5.95,0,1,0
1,0.85,0,-1,1
1,5.7,0,-1,1
0,6.5,0,0,1
1,6.283333,0,1,0
1,4.216667,1,3,0
1,10.63333,1,-1,1
1,0.35,1,0,1
1,7.216667,1,1,1
1,1.633333,1,-1,0
0,4.716667,1,1,0
0,13.1,1,-1,1
0,11.9,0,1,0
0,2.583333,0,1,0
0,5.916667,1,1,0
1,15.95,0,1,0
1,0.8666667,1,3,0
1,7.683333,0,1,1
0,2.666667,1,0,0
0,18.8,1,2,0
0,4.416667,1,1,0
1,0.4666667,1,-3,1
0,6.466667,0,0,0
1,2.15,1,-1,1
1,10.23333,0,-3,1
1,3.616667,1,0,0
1,6.533333,0,-1,1
1,3.3,0,-2,1
0,6,1,1,0
1,19.63333,1,-1,0
0,2.416667,0,-1,1
1,12.93333,0,-1,0
1,2.4,1,4,0
0,5.816667,1,1,0
1,10.6,0,-1,0
1,13.33333,0,1,0
1,6.533333,1,-1,1
0,11.43333,0,-3,0
0,0.6833333,1,0,1
0,5.933333,0,3,0
0,6.983333,0,0,0
1,3.25,1,2,0
1,1.766667,0,1,1
1,3.7,0,1,0
1,4.983333,1,-1,1
1,2.416667,0,0,1
1,7.833333,0,1,1
0,1.583333,0,-1,1
0,10.53333,1,0,1
1,9.25,0,-1,1
1,3.583333,0,-1,0
1,3.4,1,1,0
0,10.43333,1,0,0
1,9.116667,1,2,0
1,3.3,0,-4,0
1,2.316667,1,-1,0
1,7.6,1,2,0
1,10.4,1,1,1
1,6.033333,0,-1,0
1,8.816667,1,-2,0
1,12.15,0,-1,0
0,0.7,0,1,0
1,10.96667,0,-3,0
0,14.36667,0,0,0
0,15.1,1,2,0
1,6.75,0,0,0
0,4.766667,1,2,1
1,0.75,1,0,0
1,3.933333,1,1,0
0,1.866667,1,-3,0
0,1.316667,1,-1,1
0,6.85,1,-2,0
1,4.233333,1,-2,0
0,19.33333,0,0,1
1,2.083333,1,-2,0
0,9.466667,1,1,1
1,0.4166667,1,2,0
0,2.266667,1,0,1
0,13,0,-5,0
0,10.45,0,1,0
1,9.95,1,2,0
1,6.466667,1,0,0
1,14.6,0,-4,0
1,0.6666667,1,1,0
1,9.7,1,1,0
1,3,0,0,0
0,7.333333,0,0,1
1,0.85,1,0,0
1,9.483333,0,0,0
1,1.633333,1,-1,0
0,2.566667,1,1,0
1,3.283333,0,-1,1
0,3.233333,1,-1,1
1,5.466667,1,0,1
1,6.433333,1,-2,0
0,10.4,1,2,1
0,2.333333,1,1,1
0,11.06667,1,1,0
1,9.033333,0,2,0
1,6.116667,1,0,0
0,5.483333,0,-1,1
1,3.433333,0,-2,1
1,5.183333,0,-2,0
1,3.333333,1,-1,0
0,2.666667,0,0,0
1,13.31667,0,-1,0
1,5.716667,1,0,1
0,1.5,1,3,1
1,6.883333,0,0,1
0,7.066667,1,0,0
1,4.783333,0,-1,0
1,8.15,1,-2,1
0,0.8,1,1,0
0,0.5333333,0,2,0
0,6.95,0,2,0
1,1.666667,0,-2,1
1,6.65,0,0,0
1,4.383333,1,5,0
0,3.366667,1,0,0
1,2.966667,1,0,0
0,17.13333,1,-8,1
1,13.2,1,2,0
0,6.033333,1,1,1
0,4.083333,1,-1,0
0,2.15,0,1,0
0,7.4,0,1,0
1,12.01667,1,1,0
1,7.566667,0,-3,0
1,6.966667,1,3,0
0,8.4,1,2,0
1,3.45,1,4,0
0,10.7,0,2,0
1,1.316667,0,-2,0
0,0.7666667,1,4,0
0,8.15,1,-1,0
1,6.133333,1,-2,0
1,16.06667,0,0,0
1,7.166667,1,-2,0
1,4.216667,1,1,1
0,4.583333,0,0,0
1,9.233333,1,2,0
1,8.166667,1,-2,1
0,4.766667,0,1,0
1,9.666667,1,3,0
0,4.333333,0,2,0
1,0.55,0,1,0
0,2.1,0,-2,1
1,2,0,-3,1
0,2.483333,0,2,1
0,9.633333,1,-1,0
1,2.316667,0,-2,1
1,9,1,1,1
0,6.516667,1,0,0
1,6.033333,1,-3,1
0,6.233333,0,3,1
0,0.5166667,0,-1,1
1,11.88333,1,0,0
1,8.2,1,1,0
0,0.65,1,0,1
0,2.783333,1,0,0
1,1.3,1,-1,1
0,6.566667,0,0,0
1,1.766667,0,-1,0
1,12.9,0,3,0
0,11.96667,1,-1,0
0,6.283333,0,-1,0
0,2.966667,0,0,1
0,9.466667,0,5,0
1,9.233333,0,0,1
1,0.75,1,0,0
1,0.03333333,1,1,0
1,2.1,1,0,1
0,2.883333,0,1,0
1,20.38333,1,-3,0
1,3.15,1,-1,1
1,7.566667,1,3,0
1,2.916667,0,-1,0
0,4.05,1,3,0
0,1.316667,1,1,0
1,3.866667,1,-1,1
1,3.016667,1,4,0
0,15.45,1,-3,0
0,1,1,-1,0
0,8.783333,1,-1,0
0,6.15,1,1,1
1,2.616667,0,-2,0
0,1.633333,0,3,1
0,5.766667,0,-2,0
1,40.88333,1,-2,0
1,6.483333,1,3,0
0,3.95,0,1,1
0,12.96667,1,0,0
1,1.783333,1,0,0
0,5.633333,1,5,1
1,2.6,1,2,0
1,9.166667,0,-2,0
0,3.933333,0,-2,1
0,11.15,0,-1,0
1,2.016667,1,-3,0
1,3.083333,0,1,0
0,5.15,0,1,0
0,3.083333,0,-1,1
1,13.18333,1,0,0
0,6.616667,0,-2,1
1,5.466667,1,0,0
1,10.9,0,1,0
1,2.5,0,-2,0
1,2.166667,1,2,0
1,2.95,1,0,0
1,2.533333,0,-4,0
0,5.683333,1,3,1
1,8.75,1,1,1
1,8.233333,1,-1,0
0,8.8,1,-2,0
1,11.83333,1,2,0
1,2.916667,0,0,0
1,4.066667,0,6,1
1,3.583333,0,-1,1
1,3.6,0,0,1
0,1.966667,0,2,0
1,2.966667,1,-1,0
1,8.45,0,1,1
0,13.28333,1,-1,0
0,6.3,1,-1,0
0,4.933333,0,1,0
1,4.916667,1,-2,1
1,6.45,1,0,0
1,6.783333,0,-1,1
1,5.1,1,1,0
1,4.383333,0,-1,0
1,0.9333333,0,1,1
1,2.5,1,-3,1
1,7.4,0,0,1
1,5.6,1,1,1
1,11.06667,1,-3,0
1,7.633333,0,-1,0
0,3.833333,1,2,0
0,2.85,0,1,1
1,10.68333,0,-1,1
0,2.983333,0,-1,0
0,17.45,0,-1,0
0,5.15,1,-1,0
1,2.216667,0,0,0
1,7.4,1,-1,1
1,6.716667,1,0,1
1,16.36667,1,0,0
1,0.2833333,1,0,0
1,6.783333,0,-1,0
0,7.566667,0,0,0
0,7.566667,0,3,0
1,0.9166667,1,-2,1
1,3.6,1,0,0
1,2.783333,1,2,0
1,7.083333,1,-1,0
1,7.95,1,-1,1
1,0.4666667,1,1,0
0,4.85,0,0,1
0,8.266667,1,1,0
0,2.316667,0,-2,0
0,4.25,1,0,0
1,4.116667,0,0,0
0,1.45,1,0,0
0,3.983333,0,-1,1
1,7.383333,0,0,0
1,6.216667,1,0,0
0,18.13333,0,0,0
1,6.05,0,1,0
0,4.516667,1,0,0
1,10.66667,1,-2,0
1,3.533333,0,0,1
1,3.1,1,0,0
0,6.683333,0,0,0
1,9.55,0,-3,0
1,1.75,0,-1,0
1,3.35,0,-1,0
1,5.916667,1,0,0
1,14.2,0,-2,1
0,4.75,0,1,0
1,4.5,0,1,0
0,10.03333,1,0,0
1,1.633333,0,-1,0
1,8.85,0,0,1
1,15.55,0,0,1
1,9.616667,0,0,0
0,5.4,1,4,1
1,15.48333,1,1,1
1,4.883333,1,-1,1
1,5.283333,0,3,0
1,12.78333,1,-1,1
0,7.883333,0,-3,1
1,1.016667,1,-2,1
1,1.516667,0,-1,0
0,2.016667,0,1,0
1,1.4,0,0,1
0,14.75,0,-3,0
1,5.483333,0,-3,0
0,12.93333,0,3,0
0,1.566667,0,1,0
0,10.7,1,2,1
1,5.35,1,-1,1
0,7.333333,0,-2,0
1,5.283333,0,-1,0
1,7.45,1,-1,1
1,3.4,0,-2,1
1,10.96667,1,2,1
1,1,1,0,0
1,15.65,0,-2,0
1,11.91667,0,0,0
1,1.233333,0,0,0
1,3.083333,0,1,0
1,1.8,0,0,0
1,1.416667,0,0,0
0,3.883333,0,2,0
1,2.8,1,1,0
